0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.779644730092271976e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.779644730092271976e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.779644730092271976e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.779644730092271976e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.779644730092271976e-01,0.000000000000000000e+00,3.779644730092271976e-01,3.779644730092271976e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.239156421617579468e-01,1.239156421617579468e-01,2.478312843235158935e-01,1.858734632426369271e-01,9.293673162131846355e-02,2.788101948639553629e-01,1.239156421617579468e-01,6.195782108087897339e-02,6.195782108087897339e-02,3.097891054043948669e-02,1.548945527021974300e-01,3.097891054043948669e-02,1.548945527021974300e-01,1.239156421617579468e-01,1.548945527021974300e-01,1.548945527021974300e-01,2.478312843235158935e-01,1.548945527021974300e-01,1.239156421617579468e-01,1.858734632426369271e-01,1.239156421617579468e-01,1.239156421617579468e-01,2.478312843235158935e-01,3.717469264852738542e-01,1.858734632426369271e-01,3.097891054043948669e-02,9.293673162131846355e-02,9.293673162131846355e-02,2.478312843235158935e-01,1.548945527021974300e-01,9.293673162131846355e-02,3.717469264852738542e-01,0.000000000000000000e+00
2.772956890688124121e-01,7.922733973394641138e-02,1.782615144013794117e-01,2.574888541353258509e-01,3.961366986697320569e-02,2.376820192018392341e-01,1.980683493348660285e-01,3.961366986697320569e-02,2.178751842683526174e-01,2.178751842683526174e-01,2.376820192018392341e-01,9.903417466743301423e-02,2.178751842683526174e-01,2.772956890688124121e-01,9.903417466743301423e-02,1.584546794678928228e-01,7.922733973394641138e-02,1.386478445344062060e-01,5.942050480045980854e-02,1.386478445344062060e-01,1.584546794678928228e-01,1.980683493348660285e-01,1.188410096009196171e-01,3.961366986697320569e-01,3.961366986697320569e-02,9.903417466743301423e-02,9.903417466743301423e-02,1.782615144013794117e-01,1.584546794678928228e-01,7.922733973394641138e-02,1.584546794678928228e-01,7.922733973394641138e-02,0.000000000000000000e+00
2.240350517812547404e-01,1.120175258906273702e-01,2.613742270781305166e-01,1.680262888359410622e-01,7.467835059375158013e-02,1.866958764843789642e-01,2.053654641328168384e-01,5.600876294531368510e-02,7.467835059375158013e-02,9.334793824218948211e-02,1.306871135390652583e-01,2.053654641328168384e-01,3.173829900234442225e-01,1.493567011875031603e-01,9.334793824218948211e-02,9.334793824218948211e-02,3.733917529687579284e-01,3.733917529687579284e-01,1.120175258906273702e-01,1.120175258906273702e-01,1.680262888359410622e-01,3.733917529687579007e-02,1.306871135390652583e-01,5.600876294531368510e-02,2.240350517812547404e-01,9.334793824218948211e-02,1.120175258906273702e-01,1.680262888359410622e-01,1.680262888359410622e-01,1.680262888359410622e-01,9.334793824218948211e-02,1.493567011875031603e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.796053020267749101e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.796053020267749101e-01,1.796053020267749101e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.796053020267749101e-01,0.000000000000000000e+00,1.796053020267749101e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.796053020267749101e-01,3.592106040535498201e-01,0.000000000000000000e+00,1.796053020267749101e-01,5.388159060803247025e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.796053020267749101e-01,0.000000000000000000e+00,1.796053020267749101e-01,5.388159060803247025e-01,0.000000000000000000e+00
6.509445549041194268e-02,6.509445549041194268e-02,3.254722774520596995e-01,2.603778219616477707e-01,6.509445549041194268e-02,6.509445549041194268e-02,1.952833664712358142e-01,0.000000000000000000e+00,6.509445549041194268e-02,6.509445549041194268e-02,0.000000000000000000e+00,6.509445549041194268e-02,1.952833664712358142e-01,1.301889109808238854e-01,1.952833664712358142e-01,0.000000000000000000e+00,6.509445549041194268e-02,3.254722774520596995e-01,0.000000000000000000e+00,1.952833664712358142e-01,0.000000000000000000e+00,6.509445549041194268e-02,3.905667329424716283e-01,6.509445549041194268e-02,3.905667329424716283e-01,1.952833664712358142e-01,2.603778219616477707e-01,6.509445549041194268e-02,1.952833664712358142e-01,1.301889109808238854e-01,1.952833664712358142e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.365845497394622743e-02,1.657315236913790291e-01,1.841461374348655686e-02,1.473169099478924549e-01,1.841461374348655686e-02,0.000000000000000000e+00,7.365845497394622743e-02,9.207306871743278776e-02,2.209753649218386962e-01,2.209753649218386962e-01,3.682922748697311371e-02,7.365845497394622743e-02,3.682922748697311510e-01,2.209753649218386962e-01,3.682922748697311510e-01,1.841461374348655686e-02,1.841461374348655686e-02,5.524384123045967404e-02,9.207306871743278776e-02,4.051215023567042439e-01,2.946338198957849097e-01,2.209753649218386962e-01,5.524384123045967404e-02,1.841461374348655755e-01,1.841461374348655686e-02,9.207306871743278776e-02,7.365845497394622743e-02,3.314630473827580581e-01,1.104876824609193481e-01,1.289022962044059084e-01,3.682922748697311371e-02,5.524384123045967404e-02,0.000000000000000000e+00
1.513299816915954776e-01,5.548765995358501124e-01,1.513299816915954776e-01,1.513299816915954776e-01,2.017733089221273035e-01,2.017733089221273035e-01,5.044332723053182588e-02,5.044332723053182588e-02,1.008866544610636518e-01,3.531032906137228089e-01,5.044332723053182588e-02,5.044332723053182588e-02,3.026599633831909553e-01,5.044332723053182588e-02,5.044332723053182588e-02,1.513299816915954776e-01,1.513299816915954776e-01,1.513299816915954776e-01,3.026599633831909553e-01,5.044332723053182588e-02,5.044332723053182588e-02,0.000000000000000000e+00,5.044332723053182588e-02,1.513299816915954776e-01,5.044332723053182588e-02,2.017733089221273035e-01,5.044332723053182588e-02,1.008866544610636518e-01,5.044332723053182588e-02,0.000000000000000000e+00,1.008866544610636518e-01,2.017733089221273035e-01,0.000000000000000000e+00
1.147078669352808722e-01,1.147078669352808722e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.147078669352808722e-01,1.147078669352808722e-01,1.147078669352808722e-01,0.000000000000000000e+00,2.294157338705617444e-01,0.000000000000000000e+00,1.147078669352808722e-01,2.294157338705617444e-01,3.441236008058425888e-01,0.000000000000000000e+00,1.147078669352808722e-01,1.147078669352808722e-01,1.147078669352808722e-01,1.147078669352808722e-01,0.000000000000000000e+00,3.441236008058425888e-01,3.441236008058425888e-01,2.294157338705617444e-01,1.147078669352808722e-01,2.294157338705617444e-01,0.000000000000000000e+00,1.147078669352808722e-01,2.294157338705617444e-01,2.294157338705617444e-01,2.294157338705617444e-01,2.294157338705617444e-01,1.147078669352808722e-01,2.294157338705617444e-01,0.000000000000000000e+00
