id,creation_date,post_id,vote_type_id
134915452,2017-03-20 00:00:00+00:00,42894576,11
14152723,2011-04-12 00:00:00+00:00,5635720,11
6333146,2010-02-26 00:00:00+00:00,2339253,11
133929277,2017-03-07 00:00:00+00:00,42641156,12
33078031,2012-09-09 00:00:00+00:00,12192151,9
79748759,2014-12-08 00:00:00+00:00,27297153,8
169670600,2018-08-20 00:00:00+00:00,51912785,9
118659238,2016-07-24 00:00:00+00:00,38553281,11
80921710,2014-12-30 00:00:00+00:00,27680275,8
27815369,2012-05-11 00:00:00+00:00,139238,11
129933696,2017-01-10 00:00:00+00:00,41570802,11
59454863,2013-12-21 00:00:00+00:00,20716791,11
134958992,2017-03-21 00:00:00+00:00,1341644,8
27712860,2012-05-09 00:00:00+00:00,10507594,9
161547228,2018-04-17 00:00:00+00:00,49802683,8
47354314,2013-05-22 00:00:00+00:00,16579091,8
77304984,2014-10-25 00:00:00+00:00,26564935,11
76754650,2014-10-15 00:00:00+00:00,26203982,9
36689986,2012-11-19 00:00:00+00:00,13452546,11
19476419,2011-09-25 00:00:00+00:00,5381653,8
37897166,2012-12-11 00:00:00+00:00,13430235,8
102173525,2015-11-26 00:00:00+00:00,33883225,8
86073928,2015-03-28 00:00:00+00:00,29045423,9
108658218,2016-03-01 00:00:00+00:00,35574867,9
6939882,2010-04-04 00:00:00+00:00,2561472,8
88990876,2015-05-12 00:00:00+00:00,30190335,11
52540737,2013-08-21 00:00:00+00:00,15858385,8
73228410,2014-08-12 00:00:00+00:00,25252170,9
22957518,2012-01-10 00:00:00+00:00,8736626,8
135969430,2017-04-04 00:00:00+00:00,43212446,11
147039410,2017-09-13 00:00:00+00:00,45995793,8
146072968,2017-08-30 00:00:00+00:00,45952758,11
9133787,2010-08-12 00:00:00+00:00,3464994,11
14798389,2011-05-06 00:00:00+00:00,5912697,11
107976068,2016-02-20 00:00:00+00:00,35482518,8
142383199,2017-07-08 00:00:00+00:00,44805835,11
62399021,2014-02-11 00:00:00+00:00,20859829,8
35691044,2012-10-31 00:00:00+00:00,13059149,9
28818857,2012-06-05 00:00:00+00:00,10865161,9
90934600,2015-06-09 00:00:00+00:00,30628796,11
171256428,2018-09-14 00:00:00+00:00,49505462,9
166027097,2018-06-25 00:00:00+00:00,50983004,8
120490422,2016-08-20 00:00:00+00:00,39052964,12
57766709,2013-11-22 00:00:00+00:00,20137296,11
142159530,2017-07-05 00:00:00+00:00,44924430,11
30171526,2012-07-06 00:00:00+00:00,11236971,9
105442957,2016-01-16 00:00:00+00:00,34765417,8
66952380,2014-04-24 00:00:00+00:00,23111027,9
4622048,2009-11-02 00:00:00+00:00,1653380,9
175883498,2018-11-26 00:00:00+00:00,53473860,11
140641717,2017-06-12 00:00:00+00:00,44509602,12
123185045,2016-09-29 00:00:00+00:00,39766444,12
58159292,2013-11-29 00:00:00+00:00,20279271,11
159416487,2018-03-18 00:00:00+00:00,40826573,11
120376547,2016-08-18 00:00:00+00:00,38976033,8
31386230,2012-08-02 00:00:00+00:00,11771822,11
8981256,2010-08-03 00:00:00+00:00,3400102,11
64914557,2014-03-21 00:00:00+00:00,22554408,11
151466297,2017-11-17 00:00:00+00:00,47342261,11
133812585,2017-03-05 00:00:00+00:00,42191654,9
152433651,2017-12-01 00:00:00+00:00,47553826,12
116679087,2016-06-23 00:00:00+00:00,37999724,11
124610762,2016-10-20 00:00:00+00:00,40141793,11
30703515,2012-07-18 00:00:00+00:00,11432000,8
94906510,2015-08-07 00:00:00+00:00,31880230,11
110526127,2016-03-27 00:00:00+00:00,36250436,12
40378785,2013-01-27 00:00:00+00:00,14531095,9
37441282,2012-12-03 00:00:00+00:00,13630854,8
122369990,2016-09-17 00:00:00+00:00,39545334,11
79854502,2014-12-10 00:00:00+00:00,27331235,9
67499436,2014-05-03 00:00:00+00:00,23413603,11
70722285,2014-06-28 00:00:00+00:00,17599932,9
38324055,2012-12-19 00:00:00+00:00,13875835,9
54085987,2013-09-18 00:00:00+00:00,14836867,11
161858954,2018-04-21 00:00:00+00:00,49931387,8
121199818,2016-08-31 00:00:00+00:00,39090314,9
129339519,2017-01-01 00:00:00+00:00,41063694,9
103435457,2015-12-15 00:00:00+00:00,34094903,9
62342118,2014-02-10 00:00:00+00:00,21378797,12
149644932,2017-10-22 00:00:00+00:00,46838091,11
166788592,2018-07-06 00:00:00+00:00,51171046,8
41914574,2013-02-22 00:00:00+00:00,14980653,8
60299278,2014-01-08 00:00:00+00:00,20970845,9
9725153,2010-09-14 00:00:00+00:00,3711899,11
172416885,2018-10-02 00:00:00+00:00,52457232,9
11712126,2011-01-01 00:00:00+00:00,4550663,8
139605117,2017-05-28 00:00:00+00:00,44187640,8
7877625,2010-05-31 00:00:00+00:00,2928717,11
74600771,2014-09-06 00:00:00+00:00,25619028,8
29723567,2012-06-26 00:00:00+00:00,11136949,8
21951731,2011-12-09 00:00:00+00:00,8442973,11
62009096,2014-02-05 00:00:00+00:00,21569264,11
49029135,2013-06-19 00:00:00+00:00,17187324,11
136265789,2017-04-08 00:00:00+00:00,43295600,11
174682429,2018-11-06 00:00:00+00:00,35930376,9
120315500,2016-08-17 00:00:00+00:00,39006230,11
172092941,2018-09-27 00:00:00+00:00,52521564,11
100816091,2015-11-05 00:00:00+00:00,33548477,9
172768313,2018-10-08 00:00:00+00:00,52013692,11
13256333,2011-03-09 00:00:00+00:00,5243446,11
49066955,2013-06-19 00:00:00+00:00,16594947,9
18254499,2011-08-17 00:00:00+00:00,7065067,8
137243507,2017-04-23 00:00:00+00:00,43525189,8
58960121,2013-12-13 00:00:00+00:00,20502501,8
113410339,2016-05-06 00:00:00+00:00,37066254,9
56562838,2013-11-01 00:00:00+00:00,19651416,8
100799530,2015-11-05 00:00:00+00:00,33548142,12
98921013,2015-10-08 00:00:00+00:00,33012111,12
48190967,2013-06-05 00:00:00+00:00,16915040,11
2102234,2009-03-30 00:00:00+00:00,696489,11
31589449,2012-08-07 00:00:00+00:00,11743258,9
42625740,2013-03-06 00:00:00+00:00,14998043,9
6000602,2010-02-06 00:00:00+00:00,2137892,9
38741902,2012-12-27 00:00:00+00:00,13987319,9
32786253,2012-09-03 00:00:00+00:00,12160504,9
10842478,2010-11-15 00:00:00+00:00,4186014,11
73485642,2014-08-17 00:00:00+00:00,3407932,11
79285007,2014-11-30 00:00:00+00:00,24864573,8
157565667,2018-02-20 00:00:00+00:00,48832779,9
111672899,2016-04-12 00:00:00+00:00,36439055,9
90677938,2015-06-05 00:00:00+00:00,30669196,11
136604794,2017-04-13 00:00:00+00:00,43380742,9
43155175,2013-03-14 00:00:00+00:00,15328275,8
65758232,2014-04-03 00:00:00+00:00,22845153,11
58499415,2013-12-05 00:00:00+00:00,20397868,11
164668718,2018-06-04 00:00:00+00:00,47540440,8
7377455,2010-05-01 00:00:00+00:00,2727186,8
89295976,2015-05-16 00:00:00+00:00,30275333,11
104716954,2016-01-06 00:00:00+00:00,34628141,12
16146536,2011-06-20 00:00:00+00:00,6372217,9
129396212,2017-01-02 00:00:00+00:00,41430038,9
1543790,2009-02-03 00:00:00+00:00,494091,9
131309611,2017-01-30 00:00:00+00:00,41931106,11
11443818,2010-12-16 00:00:00+00:00,4404932,8
59177348,2013-12-17 00:00:00+00:00,19025336,8
164702802,2018-06-04 00:00:00+00:00,50682169,11
26837706,2012-04-18 00:00:00+00:00,10080769,9
86871811,2015-04-11 00:00:00+00:00,29293566,9
47687903,2013-05-28 00:00:00+00:00,16618781,9
101994123,2015-11-24 00:00:00+00:00,33768052,9
109405571,2016-03-10 00:00:00+00:00,35760470,9
158945151,2018-03-12 00:00:00+00:00,48966644,8
74855613,2014-09-11 00:00:00+00:00,25124863,8
116917128,2016-06-28 00:00:00+00:00,38067177,11
176169465,2018-11-29 00:00:00+00:00,53504580,8
10104687,2010-10-06 00:00:00+00:00,3670195,11
14962607,2011-05-12 00:00:00+00:00,5816294,8
135157876,2017-03-23 00:00:00+00:00,42935116,8
22702045,2012-01-03 00:00:00+00:00,7968073,11
85757981,2015-03-23 00:00:00+00:00,29175855,9
5364183,2009-12-27 00:00:00+00:00,1967071,11
61219758,2014-01-23 00:00:00+00:00,21303144,11
42192587,2013-02-27 00:00:00+00:00,14909233,9
92018199,2015-06-25 00:00:00+00:00,31042133,11
96493884,2015-09-01 00:00:00+00:00,8087341,9
115368011,2016-06-04 00:00:00+00:00,37597404,8
119927482,2016-08-11 00:00:00+00:00,38881743,9
13453723,2011-03-16 00:00:00+00:00,5330775,11
110516761,2016-03-27 00:00:00+00:00,36247501,11
138719146,2017-05-15 00:00:00+00:00,43927006,11
86469895,2015-04-05 00:00:00+00:00,29359770,8
5038332,2009-12-02 00:00:00+00:00,1835156,11
94473317,2015-07-31 00:00:00+00:00,31545965,9
168326348,2018-07-30 00:00:00+00:00,51597755,11
164155899,2018-05-26 00:00:00+00:00,50542770,11
62674198,2014-02-15 00:00:00+00:00,21796101,11
44405978,2013-04-03 00:00:00+00:00,15786098,11
12975824,2011-02-25 00:00:00+00:00,4944550,8
99766209,2015-10-21 00:00:00+00:00,33182470,8
119423672,2016-08-04 00:00:00+00:00,38765971,12
12787853,2011-02-18 00:00:00+00:00,4979331,8
52599082,2013-08-21 00:00:00+00:00,18366884,11
85745658,2015-03-23 00:00:00+00:00,13140934,11
89702340,2015-05-22 00:00:00+00:00,30390109,11
37232568,2012-11-29 00:00:00+00:00,12804778,9
110516122,2016-03-27 00:00:00+00:00,36234542,9
151716626,2017-11-21 00:00:00+00:00,47405854,11
167260479,2018-07-13 00:00:00+00:00,51325070,11
57941773,2013-11-25 00:00:00+00:00,20021574,11
108223473,2016-02-24 00:00:00+00:00,35524928,9
106914922,2016-02-05 00:00:00+00:00,34863544,9
98663052,2015-10-05 00:00:00+00:00,32928770,11
47921192,2013-05-31 00:00:00+00:00,16853722,11
84390856,2015-02-28 00:00:00+00:00,4287953,8
172675900,2018-10-06 00:00:00+00:00,52660126,11
149304973,2017-10-17 00:00:00+00:00,46773222,9
44601284,2013-04-06 00:00:00+00:00,15845468,11
58645574,2013-12-08 00:00:00+00:00,20275127,8
115439223,2016-06-06 00:00:00+00:00,37558601,8
52542550,2013-08-21 00:00:00+00:00,17644739,9
59029833,2013-12-14 00:00:00+00:00,20580252,11
16782381,2011-06-30 00:00:00+00:00,6487414,9
147991072,2017-09-27 00:00:00+00:00,46171410,8
26427733,2012-04-07 00:00:00+00:00,10034308,11
66381944,2014-04-14 00:00:00+00:00,23059153,11
76864968,2014-10-17 00:00:00+00:00,26370847,8
112551793,2016-04-25 00:00:00+00:00,36821898,11
112874020,2016-04-28 00:00:00+00:00,36925827,11
133099522,2017-02-23 00:00:00+00:00,42362463,8
40982781,2013-02-06 00:00:00+00:00,14734493,11
147828311,2017-09-25 00:00:00+00:00,46229440,9
48125338,2013-06-04 00:00:00+00:00,16912804,11
169097372,2018-08-10 00:00:00+00:00,51456790,8
37526588,2012-12-04 00:00:00+00:00,13608417,9
164789053,2018-06-05 00:00:00+00:00,50701026,11
160656306,2018-04-04 00:00:00+00:00,49661784,11
160542662,2018-04-03 00:00:00+00:00,49601316,9
161994992,2018-04-24 00:00:00+00:00,49850436,9
167858155,2018-07-23 00:00:00+00:00,51454704,8
60345844,2014-01-09 00:00:00+00:00,21010702,12
132464040,2017-02-14 00:00:00+00:00,42236305,11
60656715,2014-01-14 00:00:00+00:00,21114858,11
140117099,2017-06-05 00:00:00+00:00,44276683,9
138247938,2017-05-08 00:00:00+00:00,43847446,11
76450731,2014-10-10 00:00:00+00:00,26273819,11
69891627,2014-06-13 00:00:00+00:00,24184403,11
18909173,2011-09-07 00:00:00+00:00,7336274,11
152151028,2017-11-27 00:00:00+00:00,47414324,11
110957459,2016-04-02 00:00:00+00:00,36363995,9
75229442,2014-09-18 00:00:00+00:00,25319269,11
78718056,2014-11-19 00:00:00+00:00,27023997,11
23066370,2012-01-12 00:00:00+00:00,8835237,11
58563835,2013-12-06 00:00:00+00:00,20419875,4
17978392,2011-08-09 00:00:00+00:00,6954762,9
67211446,2014-04-28 00:00:00+00:00,23346270,11
121869008,2016-09-09 00:00:00+00:00,39414296,11
139915275,2017-06-01 00:00:00+00:00,44260275,8
127856451,2016-12-07 00:00:00+00:00,41024643,11
77249189,2014-10-24 00:00:00+00:00,26546862,11
54010499,2013-09-17 00:00:00+00:00,18843012,11
112339832,2016-04-21 00:00:00+00:00,36771803,11
136551312,2017-04-12 00:00:00+00:00,43377624,11
1748246,2009-02-22 00:00:00+00:00,575727,11
1839454,2009-03-03 00:00:00+00:00,120244,11
129371148,2017-01-02 00:00:00+00:00,8237669,11
35677483,2012-10-30 00:00:00+00:00,13056707,8
113847391,2016-05-13 00:00:00+00:00,37155606,11
105794293,2016-01-21 00:00:00+00:00,34765483,8
47307288,2013-05-21 00:00:00+00:00,16573480,8
41750530,2013-02-20 00:00:00+00:00,14973921,11
143806752,2017-07-28 00:00:00+00:00,45367709,11
90125187,2015-05-28 00:00:00+00:00,30129798,9
137716697,2017-04-30 00:00:00+00:00,43703113,11
134710386,2017-03-17 00:00:00+00:00,42857067,11
76320397,2014-10-08 00:00:00+00:00,26160049,8
106129209,2016-01-26 00:00:00+00:00,35016108,4
144685588,2017-08-09 00:00:00+00:00,45598910,11
113074702,2016-05-02 00:00:00+00:00,36984816,11
107786817,2016-02-18 00:00:00+00:00,35222806,9
40690402,2013-02-01 00:00:00+00:00,14451807,9
128895062,2016-12-23 00:00:00+00:00,41260351,8
107698793,2016-02-17 00:00:00+00:00,35403190,8
165945782,2018-06-23 00:00:00+00:00,50997097,11
127981702,2016-12-09 00:00:00+00:00,41058628,11
110183453,2016-03-22 00:00:00+00:00,36010762,8
18463550,2011-08-24 00:00:00+00:00,7174177,11
85959547,2015-03-26 00:00:00+00:00,29281137,11
163647314,2018-05-18 00:00:00+00:00,50413080,11
127063703,2016-11-25 00:00:00+00:00,40752613,9
14828988,2011-05-07 00:00:00+00:00,5923352,11
9003324,2010-08-04 00:00:00+00:00,3409540,11
74024542,2014-08-27 00:00:00+00:00,25221495,9
48546120,2013-06-11 00:00:00+00:00,16983016,9
43902725,2013-03-26 00:00:00+00:00,15631404,11
93571405,2015-07-19 00:00:00+00:00,4327025,11
36006844,2012-11-06 00:00:00+00:00,13246803,11
43079490,2013-03-13 00:00:00+00:00,15309440,9
159182914,2018-03-15 00:00:00+00:00,49291872,11
167562958,2018-07-18 00:00:00+00:00,51192279,11
136546916,2017-04-12 00:00:00+00:00,43329105,8
68853432,2014-05-26 00:00:00+00:00,23806533,9
17502940,2011-07-24 00:00:00+00:00,6754275,8
144068491,2017-08-01 00:00:00+00:00,45427304,9
124274495,2016-10-15 00:00:00+00:00,25128416,11
167682510,2018-07-20 00:00:00+00:00,51436013,11
162879467,2018-05-07 00:00:00+00:00,50144176,9
30575172,2012-07-15 00:00:00+00:00,11423988,8
96653725,2015-09-03 00:00:00+00:00,32171977,9
81324441,2015-01-08 00:00:00+00:00,27832892,11
51320217,2013-07-30 00:00:00+00:00,17900189,8
140401211,2017-06-08 00:00:00+00:00,40269517,8
67936144,2014-05-10 00:00:00+00:00,23369576,9
160842262,2018-04-07 00:00:00+00:00,49586166,8
80632359,2014-12-23 00:00:00+00:00,27624511,12
167954911,2018-07-24 00:00:00+00:00,51501478,11
60741609,2014-01-15 00:00:00+00:00,21142459,11
14230513,2011-04-14 00:00:00+00:00,5670157,11
162292262,2018-04-27 00:00:00+00:00,50025388,8
138659158,2017-05-14 00:00:00+00:00,43961431,11
91189818,2015-06-13 00:00:00+00:00,30815112,11
29322956,2012-06-16 00:00:00+00:00,11025459,8
23941377,2012-02-04 00:00:00+00:00,9035122,9
35564446,2012-10-28 00:00:00+00:00,13106266,9
118481771,2016-07-21 00:00:00+00:00,38501278,11
4251799,2009-10-03 00:00:00+00:00,1490004,8
9044605,2010-08-06 00:00:00+00:00,3368339,9
14068911,2011-04-08 00:00:00+00:00,4805795,8
137425273,2017-04-25 00:00:00+00:00,43577520,8
77014914,2014-10-20 00:00:00+00:00,26473145,11
86024062,2015-03-27 00:00:00+00:00,28972024,9
65328365,2014-03-27 00:00:00+00:00,22644756,8
30806280,2012-07-20 00:00:00+00:00,11489300,8
166387489,2018-06-29 00:00:00+00:00,51070451,8
29431417,2012-06-19 00:00:00+00:00,11101482,11
136107368,2017-04-06 00:00:00+00:00,43202371,8
86974084,2015-04-13 00:00:00+00:00,29613224,11
171407809,2018-09-17 00:00:00+00:00,52288745,8
48980179,2013-06-18 00:00:00+00:00,17158564,7
25751326,2012-03-21 00:00:00+00:00,9685733,11
96122995,2015-08-26 00:00:00+00:00,32227847,11
71844621,2014-07-18 00:00:00+00:00,24763580,8
153621123,2017-12-19 00:00:00+00:00,47894730,11
61179338,2014-01-22 00:00:00+00:00,21289579,11
24583409,2012-02-21 00:00:00+00:00,9312305,8
21146507,2011-11-17 00:00:00+00:00,8021383,9
108998240,2016-03-05 00:00:00+00:00,35064620,11
126646203,2016-11-20 00:00:00+00:00,40620002,8
142762291,2017-07-13 00:00:00+00:00,45086966,11
20814587,2011-11-07 00:00:00+00:00,8043019,11
134547438,2017-03-15 00:00:00+00:00,42811498,4
28732763,2012-06-02 00:00:00+00:00,5123628,9
63744638,2014-03-03 00:00:00+00:00,21931204,9
92948487,2015-07-09 00:00:00+00:00,31320512,11
171959555,2018-09-25 00:00:00+00:00,52498336,12
141961967,2017-07-02 00:00:00+00:00,44792108,8
128168954,2016-12-12 00:00:00+00:00,41044123,9
60528268,2014-01-12 00:00:00+00:00,20979097,9
26001113,2012-03-27 00:00:00+00:00,9850302,9
172723311,2018-10-07 00:00:00+00:00,52627020,8
88669514,2015-05-07 00:00:00+00:00,30098557,11
43672600,2013-03-21 00:00:00+00:00,15520047,9
34412830,2012-10-07 00:00:00+00:00,12767319,11
2867544,2009-06-10 00:00:00+00:00,976555,11
128927378,2016-12-23 00:00:00+00:00,41091725,9
54195502,2013-09-19 00:00:00+00:00,18892639,11
42625502,2013-03-06 00:00:00+00:00,15242052,11
46622535,2013-05-09 00:00:00+00:00,16324118,9
86344515,2015-04-02 00:00:00+00:00,29375954,9
104821645,2016-01-07 00:00:00+00:00,34656846,11
24491422,2012-02-18 00:00:00+00:00,8633917,8
36604646,2012-11-17 00:00:00+00:00,13426863,11
125871214,2016-11-08 00:00:00+00:00,40491856,11
112490350,2016-04-23 00:00:00+00:00,36816512,12
129042342,2016-12-27 00:00:00+00:00,41338051,12
66820175,2014-04-22 00:00:00+00:00,23216663,11
99065659,2015-10-10 00:00:00+00:00,32919440,11
73983718,2014-08-26 00:00:00+00:00,25472254,8
21792583,2011-12-05 00:00:00+00:00,8386612,11
49723999,2013-07-01 00:00:00+00:00,17373415,8
42367280,2013-03-01 00:00:00+00:00,14865198,9
99585333,2015-10-18 00:00:00+00:00,33172975,9
28036400,2012-05-16 00:00:00+00:00,10622541,11
41282947,2013-02-12 00:00:00+00:00,14784938,8
85836838,2015-03-25 00:00:00+00:00,29191204,9
89724243,2015-05-22 00:00:00+00:00,30396380,11
150577136,2017-11-04 00:00:00+00:00,47107298,11
142975285,2017-07-17 00:00:00+00:00,45102501,8
169671751,2018-08-20 00:00:00+00:00,51899524,8
13107778,2011-03-03 00:00:00+00:00,3073768,11
91322868,2015-06-15 00:00:00+00:00,30820801,8
90809498,2015-06-08 00:00:00+00:00,30707020,11
78712561,2014-11-19 00:00:00+00:00,26975089,8
72361040,2014-07-28 00:00:00+00:00,24854045,9
48390703,2013-06-07 00:00:00+00:00,16993953,11
77571618,2014-10-30 00:00:00+00:00,26650876,11
135729803,2017-03-31 00:00:00+00:00,43101062,11
18607101,2011-08-29 00:00:00+00:00,4055066,11
175701049,2018-11-22 00:00:00+00:00,53430927,12
56312855,2013-10-28 00:00:00+00:00,19592768,8
143861010,2017-07-28 00:00:00+00:00,45383321,11
165397250,2018-06-14 00:00:00+00:00,23208027,9
173720297,2018-10-23 00:00:00+00:00,52917440,9
147745085,2017-09-23 00:00:00+00:00,46320859,8
163054873,2018-05-10 00:00:00+00:00,50262849,11
16954919,2011-07-06 00:00:00+00:00,6559696,9
114507706,2016-05-23 00:00:00+00:00,37328118,8
39511884,2013-01-11 00:00:00+00:00,14206244,8
7763341,2010-05-24 00:00:00+00:00,2872410,8
69280773,2014-06-03 00:00:00+00:00,23970462,8
117916953,2016-07-13 00:00:00+00:00,38185680,8
11332972,2010-12-10 00:00:00+00:00,4408173,11
12432976,2011-02-03 00:00:00+00:00,4884205,11
5595222,2010-01-13 00:00:00+00:00,2027300,8
125362460,2016-11-01 00:00:00+00:00,40187405,9
91504714,2015-06-18 00:00:00+00:00,30905518,11
33869109,2012-09-26 00:00:00+00:00,12595745,11
95746099,2015-08-20 00:00:00+00:00,32119438,11
64497632,2014-03-14 00:00:00+00:00,22410419,11
30586859,2012-07-16 00:00:00+00:00,11479928,8
84958281,2015-03-10 00:00:00+00:00,28940610,9
80396821,2014-12-18 00:00:00+00:00,27000900,8
48045776,2013-06-03 00:00:00+00:00,16849977,7
115222480,2016-06-02 00:00:00+00:00,37576084,11
8970812,2010-08-03 00:00:00+00:00,3244431,8
24050104,2012-02-07 00:00:00+00:00,6703392,11
175761813,2018-11-23 00:00:00+00:00,53358543,9
163266993,2018-05-13 00:00:00+00:00,50258231,8
78111203,2014-11-09 00:00:00+00:00,26717418,8
105592683,2016-01-19 00:00:00+00:00,34737072,8
108573582,2016-02-29 00:00:00+00:00,35695084,12
34144848,2012-10-02 00:00:00+00:00,12475568,9
161465081,2018-04-16 00:00:00+00:00,49862512,11
162315322,2018-04-28 00:00:00+00:00,49125680,11
93914996,2015-07-23 00:00:00+00:00,31597641,11
72048904,2014-07-22 00:00:00+00:00,24850457,8
128558272,2016-12-19 00:00:00+00:00,41186606,8
72562299,2014-07-31 00:00:00+00:00,25057729,11
11013870,2010-11-24 00:00:00+00:00,4223858,11
146721616,2017-09-08 00:00:00+00:00,46114205,11
65223591,2014-03-26 00:00:00+00:00,22662056,11
70057750,2014-06-17 00:00:00+00:00,24257060,11
58103328,2013-11-28 00:00:00+00:00,20201197,8
112420536,2016-04-22 00:00:00+00:00,36795847,11
103921838,2015-12-22 00:00:00+00:00,34372648,8
45269783,2013-04-17 00:00:00+00:00,16051009,11
77188485,2014-10-23 00:00:00+00:00,26391915,9
16741130,2011-06-29 00:00:00+00:00,6405366,9
7526844,2010-05-11 00:00:00+00:00,2808763,11
166968290,2018-07-10 00:00:00+00:00,27100970,11
97464213,2015-09-16 00:00:00+00:00,32509057,9
96300805,2015-08-28 00:00:00+00:00,26980402,8
38598843,2012-12-24 00:00:00+00:00,13841088,9
46318570,2013-05-04 00:00:00+00:00,14734375,8
6002222,2010-02-06 00:00:00+00:00,2212539,11
128370329,2016-12-15 00:00:00+00:00,41162837,11
14695421,2011-05-03 00:00:00+00:00,5761431,9
74987884,2014-09-13 00:00:00+00:00,25781881,9
24869585,2012-02-28 00:00:00+00:00,9338919,9
21648100,2011-12-01 00:00:00+00:00,8239787,9
159504166,2018-03-20 00:00:00+00:00,48493892,11
162034338,2018-04-24 00:00:00+00:00,50004610,11
58780803,2013-12-10 00:00:00+00:00,20495574,11
55492276,2013-10-13 00:00:00+00:00,19325230,8
57743720,2013-11-21 00:00:00+00:00,20127637,11
162749041,2018-05-05 00:00:00+00:00,50184681,11
140502159,2017-06-10 00:00:00+00:00,44470885,11
74730819,2014-09-09 00:00:00+00:00,25743500,11
31548196,2012-08-06 00:00:00+00:00,11760212,9
112617261,2016-04-26 00:00:00+00:00,36480704,8
19095953,2011-09-13 00:00:00+00:00,7405303,11
3294885,2009-07-16 00:00:00+00:00,1139466,11
88609623,2015-05-06 00:00:00+00:00,30081793,11
101672594,2015-11-19 00:00:00+00:00,33741954,8
79298149,2014-11-30 00:00:00+00:00,27217701,11
42752715,2013-03-07 00:00:00+00:00,15074222,9
18643368,2011-08-30 00:00:00+00:00,7178045,9
161358804,2018-04-14 00:00:00+00:00,49761892,11
17934359,2011-08-08 00:00:00+00:00,6952622,8
102626394,2015-12-03 00:00:00+00:00,34062764,11
157238092,2018-02-15 00:00:00+00:00,18746456,8
55516798,2013-10-14 00:00:00+00:00,19357380,11
119817490,2016-08-10 00:00:00+00:00,38873116,11
98848749,2015-10-07 00:00:00+00:00,15850183,8
89919442,2015-05-26 00:00:00+00:00,30378370,9
3110800,2009-07-01 00:00:00+00:00,1068072,11
83088839,2015-02-06 00:00:00+00:00,27763729,9
92824789,2015-07-08 00:00:00+00:00,1516188,8
62642708,2014-02-14 00:00:00+00:00,21734959,8
122712056,2016-09-22 00:00:00+00:00,39590290,8
56963709,2013-11-08 00:00:00+00:00,19857203,11
32691141,2012-08-31 00:00:00+00:00,12192535,11
101321345,2015-11-13 00:00:00+00:00,33693600,11
47784620,2013-05-29 00:00:00+00:00,16733257,8
80907385,2014-12-30 00:00:00+00:00,27684900,9
154182361,2017-12-31 00:00:00+00:00,47975738,9
56651335,2013-11-03 00:00:00+00:00,19751893,11
145418977,2017-08-21 00:00:00+00:00,45788342,11
127974766,2016-12-09 00:00:00+00:00,40841487,11
70847978,2014-07-01 00:00:00+00:00,24312668,9
123631116,2016-10-06 00:00:00+00:00,39582529,11
159253560,2018-03-15 00:00:00+00:00,49288584,11
127740687,2016-12-06 00:00:00+00:00,40806321,9
173083956,2018-10-12 00:00:00+00:00,52776252,11
45391897,2013-04-18 00:00:00+00:00,16083049,11
165835285,2018-06-21 00:00:00+00:00,50966891,11
154420010,2018-01-04 00:00:00+00:00,48084317,11
108150287,2016-02-23 00:00:00+00:00,35575403,11
160750389,2018-04-06 00:00:00+00:00,49203758,11
17922072,2011-08-07 00:00:00+00:00,6883090,9
15270172,2011-05-23 00:00:00+00:00,5879014,9
171088086,2018-09-11 00:00:00+00:00,52184759,11
107505066,2016-02-14 00:00:00+00:00,34844140,11
20827409,2011-11-08 00:00:00+00:00,8047495,11
63103585,2014-02-21 00:00:00+00:00,15089720,9
92282420,2015-06-30 00:00:00+00:00,30961490,8
170926321,2018-09-09 00:00:00+00:00,52206640,8
125061175,2016-10-27 00:00:00+00:00,15996511,11
103422014,2015-12-15 00:00:00+00:00,34226043,8
169596195,2018-08-19 00:00:00+00:00,51913491,11
44879071,2013-04-10 00:00:00+00:00,15157233,9
138705507,2017-05-15 00:00:00+00:00,43908344,8
56067408,2013-10-23 00:00:00+00:00,19546864,11
131982841,2017-02-08 00:00:00+00:00,42100716,11
34904854,2012-10-16 00:00:00+00:00,12362876,11
167468598,2018-07-17 00:00:00+00:00,51381754,11
66674907,2014-04-18 00:00:00+00:00,23163365,11
70583348,2014-06-26 00:00:00+00:00,24424750,11
153998299,2017-12-27 00:00:00+00:00,47981809,11
112543592,2016-04-25 00:00:00+00:00,36832251,12
151024792,2017-11-10 00:00:00+00:00,47166086,8
57045777,2013-11-10 00:00:00+00:00,19887289,11
125484042,2016-11-02 00:00:00+00:00,36777600,8
103098029,2015-12-10 00:00:00+00:00,34197474,11
145996249,2017-08-29 00:00:00+00:00,45884316,8
3157750,2009-07-06 00:00:00+00:00,1057062,8
28279853,2012-05-22 00:00:00+00:00,10706410,11
93761102,2015-07-22 00:00:00+00:00,28742933,11
152353213,2017-11-30 00:00:00+00:00,47488223,9
59007593,2013-12-13 00:00:00+00:00,20484190,8
37555230,2012-12-05 00:00:00+00:00,12452973,11
167355121,2018-07-15 00:00:00+00:00,51227878,9
12575479,2011-02-09 00:00:00+00:00,4548768,9
110494154,2016-03-26 00:00:00+00:00,36231539,9
110213428,2016-03-22 00:00:00+00:00,36114915,8
6107456,2010-02-12 00:00:00+00:00,2230458,8
126364347,2016-11-16 00:00:00+00:00,40435278,9
119660198,2016-08-08 00:00:00+00:00,12153328,11
140395223,2017-06-08 00:00:00+00:00,44392811,8
